file_name,file_path,file_type,size,album,artist,title,year,genre,duration,track,bitrate
08.+回到过去.flac,./Music/08.+回到过去.flac,.flac,23778284,八度空间（10周年珍藏版）,周杰伦,回到过去,,,231.46666666666667,8,821.8300921658987
Agustin Amigo - 你就不要想起我.mp3,./Music/Agustin Amigo - 你就不要想起我.mp3,.mp3,7959201,,Agustin Amigo,你就不要想起我,,,284.25142857142856,,224.0
Agustin Amigo - 我怀念的.mp3,./Music/Agustin Amigo - 我怀念的.mp3,.mp3,4405806,,Agustin Amigo,我怀念的,,Other,275.352,,128.0
Black Or White_Michael Jackson_King Of Pop.mp3,./Music/Black Or White_Michael Jackson_King Of Pop.mp3,.mp3,4109884,King Of Pop,Michael Jackson,Black Or White,2008,Pop,256.2723590585659,2,128.0
BlackOrWhite_Michael Jackson_Black or White.mp3,./Music/BlackOrWhite_Michael Jackson_Black or White.mp3,.mp3,3046529,Black or White,Michael Jackson,BlackOrWhite,1991,,190.23035421064978,1,128.0
Eminem%26Rihanna-Love+The+Way+You+Lie.ape,./Music/Eminem%26Rihanna-Love+The+Way+You+Lie.ape,.ape,30149622,,Eminem&Rihanna,Love+The+Way+You+Lie,,,,,
Good Time_Owl City_Now That's What I Call Music! 83.mp3,./Music/Good Time_Owl City_Now That's What I Call Music! 83.mp3,.mp3,3332010,Now That's What I Call Music! ,Owl City,Good Time,2012,,207.2245210727969,1,128.0
It's My Life_Bon Jovi_Crush.mp3,./Music/It's My Life_Bon Jovi_Crush.mp3,.mp3,3609409,Crush,Bon Jovi,It's My Life,2000,,224.82007975604034,13,128.0
Ocean-John Butler.mp3,./Music/Ocean-John Butler.mp3,.mp3,12017533,John Butler,John Butler                   ,Ocean,1998,Other,749.9476245835816,5,128.0
RADIO_孙燕姿_RADIO.mp3,./Music/RADIO_孙燕姿_RADIO.mp3,.mp3,3503871,RADIO,孙燕姿,RADIO,2015,,218.62369223551488,1,128.0
Rise_孙燕姿_单曲-Rise.mp3,./Music/Rise_孙燕姿_单曲-Rise.mp3,.mp3,4129155,??-Rise,孙燕姿,Rise,2007,,257.7626397685511,26,128.0
Ritual Dance_Michael Hedges_Best Of Michael Hedges.mp3,./Music/Ritual Dance_Michael Hedges_Best Of Michael Hedges.mp3,.mp3,2206432,Best Of Michael Hedges,Michael Hedges,Ritual Dance,2000,,137.31300336226442,10,128.0
Robynn & Kendy - 思念是一种病.mp3,./Music/Robynn & Kendy - 思念是一种病.mp3,.mp3,3048237,Robynn & Kendy,Robynn & Kendy,Ë¼ÄîÊÇÒ»ÖÖ²¡,,Blues,186.92182344202047,,128.0
Something Just Like This.mp3,./Music/Something Just Like This.mp3,.mp3,3963133,,,Something Just Like This,,,247.89803737586985,,128.0
Sugar (Explicit)_Maroon 5_V.mp3,./Music/Sugar (Explicit)_Maroon 5_V.mp3,.mp3,3779618,V,Maroon 5,Sugar (Explicit),2015,,235.8008913910392,60,128.0
sunflower  ring.mp3,./Music/sunflower  ring.mp3,.mp3,3335070,,,sunflower ring,,Other,208.41064739771505,,128.0
The Saltwater Room_Owl City_Ocean Eyes.mp3,./Music/The Saltwater Room_Owl City_Ocean Eyes.mp3,.mp3,3895524,Ocean Eyes,Owl City,The Saltwater Room,2009,Dance,242.99075768238328,5,128.0
With Or Without You - Luca Stricagnoli.mp3,./Music/With Or Without You - Luca Stricagnoli.mp3,.mp3,6525825,,With Or Without You,Luca Stricagnoli,,,233.05942857142855,,224.0
ティア-ebod-235.mp3,./Music/ティア-ebod-235.mp3,.mp3,1784622,,ティア,ebod-235,,Other,111.528,,128.0
一起摇摆_汪峰_生来彷徨.mp3,./Music/一起摇摆_汪峰_生来彷徨.mp3,.mp3,4220319,生来彷徨,汪峰,一起摇摆,13,,263.12237078739537,42,128.0
不害怕_张韶涵_全面沦陷.mp3,./Music/不害怕_张韶涵_全面沦陷.mp3,.mp3,3707211,全面沦陷,张韶涵,不害怕 (原曲：Never Give Up),2016,Pop,231.4266948158574,1,128.0
不说再见_好妹妹乐队_不说再见.mp3,./Music/不说再见_好妹妹乐队_不说再见.mp3,.mp3,11860887,不说再见,好妹妹乐队,不说再见,2015,Pop,296.3130455168857,1,320.0
丝路_梁静茹_现在开始我爱你[恋爱的力量]新歌+精选.mp3,./Music/丝路_梁静茹_现在开始我爱你[恋爱的力量]新歌+精选.mp3,.mp3,4777888,???????[?????]??+??,梁静茹,丝路,2011,,298.2611306591602,35,128.0
你太猖狂_田馥甄_To Hebe.mp3,./Music/你太猖狂_田馥甄_To Hebe.mp3,.mp3,3932528,To Hebe,田馥甄,你太猖狂,2010,,245.65754945656425,19,128.0
公路之歌_痛仰乐队_不要停止我的音乐.mp3,./Music/公路之歌_痛仰乐队_不要停止我的音乐.mp3,.mp3,7401193,不要停止我的音乐,痛仰乐队,公路之歌,2008,Pop,184.94738890386714,2,320.0
关不上的窗_周传雄_恋人创世纪.mp3,./Music/关不上的窗_周传雄_恋人创世纪.mp3,.mp3,4752079,恋人创世纪,周传雄,关不上的窗,2009,,290.49608257095946,3,128.0
冬天的秘密_周传雄_恋人创世纪.mp3,./Music/冬天的秘密_周传雄_恋人创世纪.mp3,.mp3,4423981,恋人创世纪,周传雄,冬天的秘密,2009,,269.97231996246774,70,128.0
勇气_梁静茹_她&她 [好女真爱歌].mp3,./Music/勇气_梁静茹_她&她 [好女真爱歌].mp3,.mp3,3872976,?&? [?????],梁静茹,勇气,2009,,241.50053952615525,140,128.0
匆匆那年_王菲_匆匆那年.mp3,./Music/匆匆那年_王菲_匆匆那年.mp3,.mp3,3851522,匆匆那年,王菲,匆匆那年,2014,,240.37626084916724,1,128.0
十年_陈奕迅_The Best Moment.mp3,./Music/十年_陈奕迅_The Best Moment.mp3,.mp3,3298449,The Best Moment,陈奕迅,十年,2008,,205.70809289232932,7,128.0
南山南_马頔_往复随安.mp3,./Music/南山南_马頔_往复随安.mp3,.mp3,5190155,往复随安,马頔,南山南,2010,Folk,324.3275940261162,1,128.0
原来_张震岳_爱情灵药电影原声带.mp3,./Music/原来_张震岳_爱情灵药电影原声带.mp3,.mp3,5664262,爱情灵药电影原声带,张震岳,原来,2002,Pop,352.98246930956293,7,128.0
去大理_郝云_去大理.mp3,./Music/去大理_郝云_去大理.mp3,.mp3,3745500,去大理,郝云,去大理,2014,Pop,233.63090155602472,1,128.0
可惜不是你_梁静茹_现在开始我爱你 (恋爱的力量[下集] 新歌+精选).mp3,./Music/可惜不是你_梁静茹_现在开始我爱你 (恋爱的力量[下集] 新歌+精选).mp3,.mp3,4565155,??????? (?????[??] ??+??),梁静茹,可惜不是你,2011,,284.9533818124951,15,128.0
周杰伦 - 爱在西元前.flac,./Music/周杰伦 - 爱在西元前.flac,.flac,29345244,磨坊高品质音乐论坛-MOOFEEL.COM,周杰伦,01.爱在西元前,,,234.25333333333333,,1002.1712334225056
周杰伦-东风破.wav,./Music/周杰伦-东风破.wav,.wav,55594308,,周杰伦,东风破,,,315.1602267573696,,1411.2
喜欢你_G.E.M.邓紫棋_喜欢你.mp3,./Music/喜欢你_G.E.M.邓紫棋_喜欢你.mp3,.mp3,4147185,喜欢你,G.E.M.邓紫棋,喜欢你,2014-08-22,,259.10857142857145,1,128.00481210303457
夏洛特烦恼_金志文_夏洛特烦恼.mp3,./Music/夏洛特烦恼_金志文_夏洛特烦恼.mp3,.mp3,3089591,夏洛特烦恼,金志文,夏洛特烦恼,2015,,192.58337633904137,87,128.0
夜空中最亮的星_G.E.M.邓紫棋_夜空中最亮的星.mp3,./Music/夜空中最亮的星_G.E.M.邓紫棋_夜空中最亮的星.mp3,.mp3,3717985,夜空中最亮的星,G.E.M.邓紫棋,夜空中最亮的星,2016,Pop,231.8973492845414,1,128.0
太阳照常升起_久石让_太阳照常升起.mp3,./Music/太阳照常升起_久石让_太阳照常升起.mp3,.mp3,4218176,太阳照常升起,久石让,太阳照常升起,2007,,262.9654859645007,1,128.0
她说_林俊杰_他是...JJ林俊杰.mp3,./Music/她说_林俊杰_他是...JJ林俊杰.mp3,.mp3,5121040,??...JJ???,林俊杰,她说,2012,,319.38622253499096,50,128.0
宋冬野-郭源潮.mp3,./Music/宋冬野-郭源潮.mp3,.mp3,7136841,郭源潮,宋冬野,郭源潮,,Blues,446.42439596528266,,128.0
完美主义_周杰伦_Jay.mp3,./Music/完美主义_周杰伦_Jay.mp3,.mp3,4016111,Jay,周杰伦,完美主义,,Pop,244.873187895848,2,128.0
小苹果.mp3,./Music/小苹果.mp3,.mp3,4369505,老男孩之猛龙过江 电影原声,筷子兄弟,小苹果,2014-07-22,,212.3147705059035,,128.0
"广岛之恋_莫文蔚,张洪量_就i Karen 莫文蔚精选.mp3","./Music/广岛之恋_莫文蔚,张洪量_就i Karen 莫文蔚精选.mp3",.mp3,5117664,?i Karen ?????,"???,???",广岛之恋,2008,,319.59540229885056,3,128.0
张震岳 - 思念是一种病.wav,./Music/张震岳 - 思念是一种病.wav,.wav,45810174,OK,张震岳,思念是一种病,2007,Pop,259.6933333333333,1,1411.2
忏魂曲.mp3,./Music/忏魂曲.mp3,.mp3,6864422,,ÊÀ½çÈý´ó½ûÇúÖ®Ò»,âã»êÇú,,,429.0861089672825,,128.0
忧郁星期天.mp3,./Music/忧郁星期天.mp3,.mp3,4614521,,,忧郁星期天,,,288.302532955766,,128.0
思念是一种病 伴奏.mp3,./Music/思念是一种病 伴奏.mp3,.mp3,6136832,,,Ë¼ÄîÊÇÒ»ÖÖ²¡ £¨Ô­°æ£©,,Other,255.696,,192.0
情歌_梁静茹_静茹&情歌 别再为他流泪.mp3,./Music/情歌_梁静茹_静茹&情歌 别再为他流泪.mp3,.mp3,4175127,??&?? ??????,梁静茹,情歌,2009,,260.50787395417933,22,128.0
想い出は遠くの日々_天門_秒速5センチメートル オリジナルサウンドトラック.mp3,./Music/想い出は遠くの日々_天門_秒速5センチメートル オリジナルサウンドトラック.mp3,.mp3,1636416,??5??????? ?????????????,天門,想い出は遠くの日々,2007,,101.57291422316052,11,128.0
感觉身体被掏空.mp3,./Music/感觉身体被掏空.mp3,.mp3,57271244,,,感觉身体被掏空,,,3009.925916751238,,189.37282229965157
我们没有在一起_刘若英_在一起.mp3,./Music/我们没有在一起_刘若英_在一起.mp3,.mp3,4594408,在一起,刘若英,我们没有在一起,,Pop,279.724388146063,2,128.0
戴荃 - 悟空.mp3,./Music/戴荃 - 悟空.mp3,.mp3,8009440,ÖÐ¹úºÃ¸èÇúµÚ¶þ¼¾ µÚ5ÆÚ,´÷Üõ,Îò¿Õ,2015,Blues,200.28991392076648,,320.0
手心的太阳_张韶涵_欧若拉.mp3,./Music/手心的太阳_张韶涵_欧若拉.mp3,.mp3,4541359,欧若拉,张韶涵,手心的太阳,,Pop,277.4497458753616,3,128.0
旋木_王菲_将爱(To Love).mp3,./Music/旋木_王菲_将爱(To Love).mp3,.mp3,4064216,??(To Love),王菲,旋木,2003,,253.26571272187036,5,128.0
明天会更好_卓依婷_音乐之雨-四川地震(国语).mp3,./Music/明天会更好_卓依婷_音乐之雨-四川地震(国语).mp3,.mp3,4495027,音乐之雨-四川地震(国语),卓依婷,明天会更好,1900,Pop,280.1688325905074,1,128.0
星晴_周杰伦_Jay.mp3,./Music/星晴_周杰伦_Jay.mp3,.mp3,4253926,Jay,周杰伦,星晴,,Pop,259.74965986394557,3,128.0
李白_李荣浩_李白.mp3,./Music/李白_李荣浩_李白.mp3,.mp3,4380205,李白,李荣浩,李白,2013-09-03,,273.9202126827742,1,128.0
梦醒了 (那英)_K 情歌_收录歌曲001.mp3,./Music/梦醒了 (那英)_K 情歌_收录歌曲001.mp3,.mp3,4088033,收录歌曲001,K 情歌,梦醒了 (那英),2008,Pop,255.38347016967705,3,128.0
模特_李荣浩_模特.mp3,./Music/模特_李荣浩_模特.mp3,.mp3,4909432,模特,李荣浩,模特,2013,Pop,306.54906560325276,2,128.0
江南_林俊杰_江南.mp3,./Music/江南_林俊杰_江南.mp3,.mp3,4300104,江南,林俊杰,江南,2004,,268.2990695128626,13,128.0
活着_郝云_光荣绽放 十大中文金曲演唱会.mp3,./Music/活着_郝云_光荣绽放 十大中文金曲演唱会.mp3,.mp3,5856886,光荣绽放 十大中文金曲演唱会,郝云,活着,2015-01-01,,365.976,11,128.0
流年_王菲_王菲2001.mp3,./Music/流年_王菲_王菲2001.mp3,.mp3,4446832,??2001,王菲,流年,2001,,277.2667761357417,13,128.0
"渡情_高胜美,左宏元_新白娘子传奇 电视原声带.mp3","./Music/渡情_高胜美,左宏元_新白娘子传奇 电视原声带.mp3",.mp3,3151055,?????? ?????,"???,???",渡情,1992,,196.2174994135585,7,128.0
爱我别走_张震岳_爱情风暴 美丽99 电视原声带.mp3,./Music/爱我别走_张震岳_爱情风暴 美丽99 电视原声带.mp3,.mp3,4677501,???? ??99 ?????,张震岳,爱我别走,,,284.2474626632262,53,128.0
爱的海洋_曲婉婷_Say The Words 我为你歌唱.mp3,./Music/爱的海洋_曲婉婷_Say The Words 我为你歌唱.mp3,.mp3,3636509,Say The Words 我为你歌唱,曲婉婷,爱的海洋,2013,Pop,226.885479709125,2,128.0
破影而出(伴奏).mp3,./Music/破影而出(伴奏).mp3,.mp3,3243814,,,破影而出(伴奏),,,202.80555289612255,,128.0
破影而出.mp3,./Music/破影而出.mp3,.mp3,3265548,,,破影而出,,,204.16444544308868,,128.0
第一页_张韶涵_全面沦陷.mp3,./Music/第一页_张韶涵_全面沦陷.mp3,.mp3,3946664,全面沦陷,张韶涵,第一页,2016,Pop,246.40775666588473,2,128.0
算你狠_陈小春_算你狠 (香港版).mp3,./Music/算你狠_陈小春_算你狠 (香港版).mp3,.mp3,4400861,算你狠 (香港版),陈小春,算你狠,2003,Pop,274.3385096567363,9,128.0
红豆_王菲_唱游.mp3,./Music/红豆_王菲_唱游.mp3,.mp3,4182522,唱游,王菲,红豆,1998,Pop,261.0307608100712,9,128.0
胡伟立 - 初识太极.mp3,./Music/胡伟立 - 初识太极.mp3,.mp3,3880069,Ì«¼«ÕÅÈý·á,ºúÎ°Á¢,³õÊ¶Ì«¼«,,,97.00761946432478,18,320.0
蓝色土耳其_周传雄_蓝色土耳其.mp3,./Music/蓝色土耳其_周传雄_蓝色土耳其.mp3,.mp3,4576994,蓝色土耳其,周传雄,蓝色土耳其,2007,,285.52856360935175,8,128.0
记事本_周传雄_Transfer.mp3,./Music/记事本_周传雄_Transfer.mp3,.mp3,4196664,Transfer,周传雄,记事本,2000,,261.8151223707874,5,128.0
追_孙燕姿_是时候.mp3,./Music/追_孙燕姿_是时候.mp3,.mp3,3393248,是时候,孙燕姿,追,2011,,211.64300570803033,3,128.0
随缘.mp3,./Music/随缘.mp3,.mp3,3084664,太极张三丰,原声大碟,随缘,2001-01-29,,189.28110094612558,,128.0
青花_周传雄_蓝色土耳其.mp3,./Music/青花_周传雄_蓝色土耳其.mp3,.mp3,4777190,蓝色土耳其,周传雄,青花,2007,,298.0519508953006,10,128.0
青花瓷_周杰伦_我很忙.mp3,./Music/青花瓷_周杰伦_我很忙.mp3,.mp3,3844562,我很忙,周杰伦,青花瓷,2007,Pop,239.5135194307608,6,128.0
黄昏_周传雄_男人.海洋.mp3,./Music/黄昏_周传雄_男人.海洋.mp3,.mp3,5609304,男人.海洋,周传雄,黄昏,2009,Pop,350.1849401829697,18,128.0
Gunkan March.mp3,./Music/Audio&Video/Music/Gunkan March.mp3,.mp3,4904796,Majestic Marches,Majestic Marches,Gunkan March,0,Other,175.02726557399006,16,224.0
Illusionary Daytime.mp3,./Music/Audio&Video/Music/Illusionary Daytime.mp3,.mp3,4012953,,,Illusionary Daytime,,,251.01728047540854,,128.0
Luca Stricagnoli - Madness.mp3,./Music/Audio&Video/Music/Luca Stricagnoli - Madness.mp3,.mp3,11727738,,Luca Stricagnoli,Madness,,,289.0718556463367,,320.0
Luca Stricagnoli - Starlight.mp3,./Music/Audio&Video/Music/Luca Stricagnoli - Starlight.mp3,.mp3,7159396,,Luca Stricagnoli,Starlight,,,174.75353206187702,,320.0
Luca Stricagnoli - Supermassive Black Hole.mp3,./Music/Audio&Video/Music/Luca Stricagnoli - Supermassive Black Hole.mp3,.mp3,8697163,,Luca Stricagnoli,Supermassive Black Hole,,,214.20968322998357,,320.0
Luca Stricagnoli - Sweet Child O' Mine (Guitar).mp3,./Music/Audio&Video/Music/Luca Stricagnoli - Sweet Child O' Mine (Guitar).mp3,.mp3,16241294,,Luca Stricagnoli,Sweet Child O' Mine (Guitar),,,405.3237806093144,,320.0
Luca Stricagnoli - With Or Without You.mp3,./Music/Audio&Video/Music/Luca Stricagnoli - With Or Without You.mp3,.mp3,9417298,,Luca Stricagnoli,With Or Without You,,,233.2583900877985,,320.0
made of tears.mp3,./Music/Audio&Video/Music/made of tears.mp3,.mp3,9821580,,,made of tears,,,614.0954631808279,,127.94425087108014
RainyMood.mp3,./Music/Audio&Video/Music/RainyMood.mp3,.mp3,33005319,.,.,12.RainyMood - Normalized,2011,,2062.36703446929,,128.0
厦门六中合唱团 - 夜空中最亮的星－Acappella（Cover：逃跑计划）.flac,./Music/Audio&Video/Music/厦门六中合唱团 - 夜空中最亮的星－Acappella（Cover：逃跑计划）.flac,.flac,25194538,唱响新声,厦门六中合唱团,夜空中最亮的星－Acappella（Cover：逃跑计划）,,,239.72222222222223,4,840.7910711471611
周杰伦 - 梯田.flac,./Music/Audio&Video/Music/周杰伦 - 梯田.flac,.flac,22185723,叶惠美,周杰伦,梯田,2003,,213.3479365079365,,831.9076664394997
安河桥.mp3,./Music/Audio&Video/Music/安河桥.mp3,.mp3,4058124,,,安河桥,,,253.7225063180828,,127.94425087108014
杨权威 - 夜空中最亮的星 - 电吉他solo.mp3,./Music/Audio&Video/Music/杨权威 - 夜空中最亮的星 - 电吉他solo.mp3,.mp3,9593195,,杨权威,夜空中最亮的星 - 电吉他solo,,,231.5860632133382,,320.0
AlbumArtSmall.jpg,./Music/chun yin yue/AlbumArtSmall.jpg,.jpg,9131,,,AlbumArtSmall,,,,,
AlbumArt_{1E15E11E-7C6A-459F-AAF8-062B549EE666}_Large.jpg,./Music/chun yin yue/AlbumArt_{1E15E11E-7C6A-459F-AAF8-062B549EE666}_Large.jpg,.jpg,43851,Large,{1E15E11E-7C6A-459F-AAF8-062B549EE666},AlbumArt,,,,,
AlbumArt_{1E15E11E-7C6A-459F-AAF8-062B549EE666}_Small.jpg,./Music/chun yin yue/AlbumArt_{1E15E11E-7C6A-459F-AAF8-062B549EE666}_Small.jpg,.jpg,9131,Small,{1E15E11E-7C6A-459F-AAF8-062B549EE666},AlbumArt,,,,,
desktop.ini,./Music/chun yin yue/desktop.ini,.ini,295,,,desktop,,,,,
Folder.jpg,./Music/chun yin yue/Folder.jpg,.jpg,43851,,,Folder,,,,,
style3! 花雷.mp3,./Music/chun yin yue/style3! 花雷.mp3,.mp3,6026574,,,style3! 花雷,,,251.1931942390745,,192.0
Yanni - 和兰花在一起.mp3,./Music/chun yin yue/Yanni - 和兰花在一起.mp3,.mp3,7426843,·ï»ËÎÀÊÓÌìÆøÔ¤±¨±³¾°ÒôÀÖ,YanniÑÅÄá,ºÍÀ¼»¨Ò»Æð,2000,New Age,309.3379578817173,5,192.0
忏魂曲.mp3,./Music/chun yin yue/忏魂曲.mp3,.mp3,6864422,,ÊÀ½çÈý´ó½ûÇúÖ®Ò»,âã»êÇú,,,429.0861089672825,,128.0
忧郁星期天.mp3,./Music/chun yin yue/忧郁星期天.mp3,.mp3,4614521,,,忧郁星期天,,,288.302532955766,,128.0
林海 - 月光边境.mp3,./Music/chun yin yue/林海 - 月光边境.mp3,.mp3,5170120,????,ÁÖº£,ÔÂ¹â±ß¾³,2002,Other,323.2056584050566,2,128.0
燃情岁月.mp3,./Music/chun yin yue/燃情岁月.mp3,.mp3,12840346,,È¼ÇéËêÔÂ,THE LUDLOWS,2001,Other,320.75479539746647,,319.8048780487805
犬夜叉 桔梗 犬夜叉电视原声带.mp3,./Music/chun yin yue/犬夜叉 桔梗 犬夜叉电视原声带.mp3,.mp3,3525667,È®Ò¹²æµçÊÓÔ­Éù´ø,,½Û¹£,,General Soundtrack,220.13837711161023,19,128.0
静静的艾敏河.mp3,./Music/chun yin yue/静静的艾敏河.mp3,.mp3,2283110,                              ,                              ,                              ,    ,Other,142.416,,128.0
AlbumArtSmall.jpg,./Music/chun yin yue/The Load of the Rings/AlbumArtSmall.jpg,.jpg,1518,,,AlbumArtSmall,,,,,
AlbumArt_{A645E195-F729-4960-8F43-98E223A81ACB}_Large.jpg,./Music/chun yin yue/The Load of the Rings/AlbumArt_{A645E195-F729-4960-8F43-98E223A81ACB}_Large.jpg,.jpg,11557,Large,{A645E195-F729-4960-8F43-98E223A81ACB},AlbumArt,,,,,
AlbumArt_{A645E195-F729-4960-8F43-98E223A81ACB}_Small.jpg,./Music/chun yin yue/The Load of the Rings/AlbumArt_{A645E195-F729-4960-8F43-98E223A81ACB}_Small.jpg,.jpg,2653,Small,{A645E195-F729-4960-8F43-98E223A81ACB},AlbumArt,,,,,
AlbumArt_{B0534803-3507-4AD4-A42B-4AEB87BCE128}_Large.jpg,./Music/chun yin yue/The Load of the Rings/AlbumArt_{B0534803-3507-4AD4-A42B-4AEB87BCE128}_Large.jpg,.jpg,7015,Large,{B0534803-3507-4AD4-A42B-4AEB87BCE128},AlbumArt,,,,,
AlbumArt_{B0534803-3507-4AD4-A42B-4AEB87BCE128}_Small.jpg,./Music/chun yin yue/The Load of the Rings/AlbumArt_{B0534803-3507-4AD4-A42B-4AEB87BCE128}_Small.jpg,.jpg,1518,Small,{B0534803-3507-4AD4-A42B-4AEB87BCE128},AlbumArt,,,,,
amon hen 指环王 魔戒同盟.mp3,./Music/chun yin yue/The Load of the Rings/amon hen 指环王 魔戒同盟.mp3,.mp3,4014915,,,amon hen 指环王 魔戒同盟,,,167.319828607895,,192.0
desktop.ini,./Music/chun yin yue/The Load of the Rings/desktop.ini,.ini,430,,,desktop,,,,,
evenstar 指环王 双塔记.mp3,./Music/chun yin yue/The Load of the Rings/evenstar 指环王 双塔记.mp3,.mp3,4695771,,,evenstar 指环王 双塔记,,,195.69510959457176,,192.0
Folder.jpg,./Music/chun yin yue/The Load of the Rings/Folder.jpg,.jpg,7015,,,Folder,,,,,
Hshore- Concerning Hobbits.mp3,./Music/chun yin yue/The Load of the Rings/Hshore- Concerning Hobbits.mp3,.mp3,2106563,The Lord of the Rings: The Fellowship of the Ring [Enhanced],Howard Shore,Concerning Hobbits,2001,Blues,175.21595144758606,2,96.0
many meetings howard shore 指环王 原声乐.mp3,./Music/chun yin yue/The Load of the Rings/many meetings howard shore 指环王 原声乐.mp3,.mp3,3710976,¡¶Ö¸»·Íõ¡·Ô­ÉùÀÖ              ,Howard Shore                  ,Many Meetings                 ,,Other,185.486789386505,9,160.0
the black gate opens 指环王 王者归来.mp3,./Music/chun yin yue/The Load of the Rings/the black gate opens 指环王 王者归来.mp3,.mp3,5805270,The Lord of the Rings: The Return of the King [Original Soundtrack],James Galway/London Oratory School Schola/London Philharmonic Orchestra/London Voices,The Black Gate Opens,2003,Soundtrack,241.75918106872618,15,192.0
the bridge of khazad dum 指环王 魔戒同盟.mp3,./Music/chun yin yue/The Load of the Rings/the bridge of khazad dum 指环王 魔戒同盟.mp3,.mp3,4361430,The Lord of the Rings: The Fellowship of the Ring [Enhanced],Enya,The Bridge of Khazad Dum,2001,Soundtrack,181.58586145370722,13,192.0
the end of all things 指环王.mp3,./Music/chun yin yue/The Load of the Rings/the end of all things 指环王.mp3,.mp3,7509652,Return Of The King ,Lord Of The Rings,The End Of All Things,2003,Soundtrack,312.96610968573776,,192.0
the great river howard shore 指环王 原声乐.mp3,./Music/chun yin yue/The Load of the Rings/the great river howard shore 指环王 原声乐.mp3,.mp3,3263103,¡¶Ö¸»·Íõ¡·Ô­ÉùÀÖ,Howard Shore,The Great River,2001,Other,162.81036347157547,15,160.0
the prophecy howard shore 指环王 原声乐.mp3,./Music/chun yin yue/The Load of the Rings/the prophecy howard shore 指环王 原声乐.mp3,.mp3,4704256,¡¶Ö¸»·Íõ¡·Ô­ÉùÀÖ              ,Howard Shore                  ,The Prophecy                  ,,Other,235.0979404319155,1,160.0
the riders of rohan 指环王 2电影原声.mp3,./Music/chun yin yue/The Load of the Rings/the riders of rohan 指环王 2电影原声.mp3,.mp3,3929115,¹q¼v­ìÁn±a,Å]§Ù2³¡¦±¤§Âù«°©_¿Ñ,03.The Riders Of Rohan,2002.12,Other,245.52702275168443,3,128.0
the taming of smeagol 指环王 双塔记.mp3,./Music/chun yin yue/The Load of the Rings/the taming of smeagol 指环王 双塔记.mp3,.mp3,4055040,,,the taming of smeagol 指环王 双塔记,,,168.99207376632847,,192.0
主题曲 - Into The West - 魔戒三部曲 王者再临.mp3,./Music/chun yin yue/The Load of the Rings/主题曲 - Into The West - 魔戒三部曲 王者再临.mp3,.mp3,6823555,Mistyland 雾色山脉,Bandari 班得瑞乐团,13.魔戒三部曲：王者再临 主题曲  Into the West,2006,Pop,284.28705312373836,13,192.0
休尔 指环王 3之王者归来主题音乐.mp3,./Music/chun yin yue/The Load of the Rings/休尔 指环王 3之王者归来主题音乐.mp3,.mp3,7396517,,,休尔 指环王 3之王者归来主题音乐,,,616.5022153341235,,96.0
指环王 the steward of gondor.mp3,./Music/chun yin yue/The Load of the Rings/指环王 the steward of gondor.mp3,.mp3,3736641,ÍõÕßÔÙÁÙµçÓ°Ô­Éù´ø,Ä§½äÈý²¿Çú,The Steward Of Gondor,2003,Soundtrack,233.4929904944266,5,128.0
指环王 中土战争 原声音乐.mp3,./Music/chun yin yue/The Load of the Rings/指环王 中土战争 原声音乐.mp3,.mp3,6264960,,,指环王 中土战争 原声音乐,,,156.6208,,320.0
指环王 原声乐 交响乐.mp3,./Music/chun yin yue/The Load of the Rings/指环王 原声乐 交响乐.mp3,.mp3,8818688,¡¶Ö¸»·Íõ¡·Ô­ÉùÀÖ              ,Howard Shore                  ,The Breaking Of The Fellowship,,Other,440.8838828640185,17,160.0
指环王 洛汗之歌.mp3,./Music/chun yin yue/The Load of the Rings/指环王 洛汗之歌.mp3,.mp3,11930415,,Ö¸»·Íõ,Âåº¹Ö®¸è,,,497.00408944439016,,192.0
Machu Picchu.mp3,./Music/chun yin yue/催眠/Machu Picchu.mp3,.mp3,4924405,蓝色天际(Heaven Blue),班得瑞,Machu Picchu,,,307.96090390179063,,128.0
solar winds.mp3,./Music/chun yin yue/催眠/solar winds.mp3,.mp3,2279495,caihong,Bandari,Solar Winds,,,285.1659394792399,14,64.0
The Daydream - Walking With You.mp3,./Music/chun yin yue/催眠/The Daydream - Walking With You.mp3,.mp3,10444983,Dreaming,The Daydream,Walking With You,,,261.1421913279959,4,320.0
依卡路斯的羽翼.mp3,./Music/chun yin yue/催眠/依卡路斯的羽翼.mp3,.mp3,3329045,,,依卡路斯的羽翼,,,208.03699638707158,,128.0
夏日华尔兹(Summerwaltz).mp3,./Music/chun yin yue/催眠/夏日华尔兹(Summerwaltz).mp3,.mp3,2791155,琉璃湖畔(Crystal Lake),班得瑞,夏日华尔兹(Summerwaltz),,,174.51722574087105,,128.0
情书(Loverletter To You).mp3,./Music/chun yin yue/催眠/情书(Loverletter To You).mp3,.mp3,572663,琉璃湖畔(Crystal Lake),班得瑞,情书(Loverletter To You),,,191.11063262693042,,24.0
木星.mp3,./Music/chun yin yue/催眠/木星.mp3,.mp3,1724080,,,木星,,,215.88613692840514,,64.0
秘密(Mystica).mp3,./Music/chun yin yue/催眠/秘密(Mystica).mp3,.mp3,3187784,琉璃湖畔(Crystal Lake),班得瑞,秘密(Mystica),,,199.32873563218388,,128.0
1.wma,./Music/chun yin yue/其他/1.wma,.wma,2613669,背景音乐,lwg,1,2008,Other,215.06199999999998,18,96.024
